Beds,Baths,TotalRooms,Area,Type,Address,Sector_or_Block,Region,Town,City,Price
4,3,7,2200,Apartment,"South Banasree Project, Banasree, Dhaka",No Sector/Block,South Banasree Project,Banasree,Dhaka,30000.0
2,2,4,1750,Apartment,"Banani, Dhaka",No Sector/Block,Banani,Banani,Dhaka,60000.0
3,3,6,1400,Apartment,"Block A, Section 11, Mirpur, Dhaka",Block A,Section 11,Mirpur,Dhaka,22000.0
3,4,7,2200,Apartment,"Block F, Bashundhara R-A, Dhaka",Block F,Bashundhara R-A,Bashundhara R-A,Dhaka,35000.0
3,3,6,1240,Apartment,"Shantinagar, Dhaka",No Sector/Block,Shantinagar,Shantinagar,Dhaka,25000.0
3,4,7,2500,Apartment,"Banani, Dhaka",No Sector/Block,Banani,Banani,Dhaka,90000.0
2,2,4,600,Apartment,"Mohammadia Housing Society, Mohammadpur, Dhaka",No Sector/Block,Mohammadia Housing Society,Mohammadpur,Dhaka,12000.0
3,3,6,1630,Apartment,"Sector 12, Uttara, Dhaka",Sector 12,Uttara,Uttara,Dhaka,35000.0
3,3,6,1806,Apartment,"Block C, Bashundhara R-A, Dhaka",Block C,Bashundhara R-A,Bashundhara R-A,Dhaka,35000.0
3,3,6,1600,Apartment,"Sector 11, Uttara, Dhaka",Sector 11,Uttara,Uttara,Dhaka,32000.0
4,5,9,3590,Apartment,"Banani DOHS, Dhaka",No Sector/Block,Banani DOHS,Banani DOHS,Dhaka,180000.0
3,3,6,1500,Apartment,"Sector 10, Uttara, Dhaka",Sector 10,Uttara,Uttara,Dhaka,50000.0
3,3,6,1200,Apartment,"Bashundhara R-A, Dhaka",No Sector/Block,Bashundhara R-A,Bashundhara R-A,Dhaka,17000.0
3,3,6,1360,Apartment,"Dhanmondi, Dhaka",No Sector/Block,Dhanmondi,Dhanmondi,Dhaka,55000.0
3,3,6,2170,Apartment,"Gulshan 2, Gulshan, Dhaka",No Sector/Block,Gulshan 2,Gulshan,Dhaka,60000.0
3,4,7,1600,Apartment,"Sector 11, Uttara, Dhaka",Sector 11,Uttara,Uttara,Dhaka,65000.0
3,3,6,1370,Apartment,"Baitul Aman Housing Society, Adabor, Dhaka",No Sector/Block,Baitul Aman Housing Society,Adabor,Dhaka,23000.0
1,1,2,500,Apartment,"New Market, Dhaka",No Sector/Block,New Market,New Market,Dhaka,16000.0
3,3,6,1200,Apartment,"Section 1, Mirpur, Dhaka",No Sector/Block,Section 1,Mirpur,Dhaka,20000.0
4,4,8,3200,Apartment,"Block K, Baridhara, Dhaka",Block K,Baridhara,Baridhara,Dhaka,165000.0
3,3,6,1365,Apartment,"Rose Valley Residential Area, 9 No. North Pahartali Ward, Chattogram",No Sector/Block,Rose Valley Residential Area,9 No. North Pahartali Ward,Chattogram,20000.0
3,4,7,2560,Apartment,"Dhanmondi, Dhaka",No Sector/Block,Dhanmondi,Dhanmondi,Dhaka,50000.0
3,3,6,1250,Apartment,"Ibrahimpur, Dhaka",No Sector/Block,Ibrahimpur,Ibrahimpur,Dhaka,19000.0
3,3,6,2400,Apartment,"Sector 10, Uttara, Dhaka",Sector 10,Uttara,Uttara,Dhaka,60000.0
3,3,6,1800,Apartment,"Banani, Dhaka",No Sector/Block,Banani,Banani,Dhaka,80000.0
3,3,6,1250,Apartment,"Block C, Section 10, Mirpur, Dhaka",Block C,Section 10,Mirpur,Dhaka,27000.0
3,3,6,1800,Apartment,"Sector 4, Uttara, Dhaka",Sector 4,Uttara,Uttara,Dhaka,60000.0
2,2,4,900,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,18600.0
3,3,6,1615,Apartment,"Shukrabad, Dhanmondi, Dhaka",No Sector/Block,Shukrabad,Dhanmondi,Dhaka,32000.0
3,3,6,1240,Apartment,"Shantinagar, Dhaka",No Sector/Block,Shantinagar,Shantinagar,Dhaka,25000.0
4,4,8,3350,Apartment,"Shayesta Khan Ave, Sector 4, Uttara, Dhaka",Sector 4,Uttara,Uttara,Dhaka,100000.0
3,3,6,1375,Apartment,"Banani, Dhaka",No Sector/Block,Banani,Banani,Dhaka,80000.0
4,4,8,3500,Apartment,"Sector 7, Uttara, Dhaka",Sector 7,Uttara,Uttara,Dhaka,130000.0
5,6,11,4000,Duplex,"Banani, Dhaka",No Sector/Block,Banani,Banani,Dhaka,420000.0
3,3,6,2000,Apartment,"Banani, Dhaka",No Sector/Block,Banani,Banani,Dhaka,80000.0
3,4,7,1807,Apartment,"Mohammadpur, Dhaka",No Sector/Block,Mohammadpur,Mohammadpur,Dhaka,47000.0
4,4,8,2300,Apartment,"Block D, Bashundhara R-A, Dhaka",Block D,Bashundhara R-A,Bashundhara R-A,Dhaka,50000.0
4,4,8,2300,Apartment,"Block D, Bashundhara R-A, Dhaka",Block D,Bashundhara R-A,Bashundhara R-A,Dhaka,50000.0
3,4,7,1500,Apartment,"Block J, Baridhara, Dhaka",Block J,Baridhara,Baridhara,Dhaka,35000.0
4,4,8,3000,Apartment,"Baridhara DOHS, Dhaka",No Sector/Block,Baridhara DOHS,Baridhara DOHS,Dhaka,120000.0
3,2,5,1288,Apartment,"Hatirpool, Dhaka",No Sector/Block,Hatirpool,Hatirpool,Dhaka,35000.0
3,2,5,1472,Apartment,"Hatirpool, Dhaka",No Sector/Block,Hatirpool,Hatirpool,Dhaka,40000.0
3,5,8,3000,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,70000.0
3,3,6,2250,Apartment,"Block J, Bashundhara R-A, Dhaka",Block J,Bashundhara R-A,Bashundhara R-A,Dhaka,35000.0
3,2,5,1050,Apartment,"West Kazipara, Mirpur, Dhaka",No Sector/Block,West Kazipara,Mirpur,Dhaka,17000.0
3,3,6,1500,Apartment,"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",No Sector/Block,South Khulshi,Khulshi,Chattogram,26000.0
3,2,5,1200,Apartment,"Madhya Ajampur, Dakshin Khan, Dhaka",No Sector/Block,Madhya Ajampur,Dakshin Khan,Dhaka,18000.0
3,3,6,1400,Apartment,"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",No Sector/Block,South Khulshi,Khulshi,Chattogram,30000.0
2,2,4,800,Apartment,"PC Culture Housing, Mohammadpur, Dhaka",No Sector/Block,PC Culture Housing,Mohammadpur,Dhaka,13500.0
3,3,6,2595,Apartment,"Sector 12, Uttara, Dhaka",Sector 12,Uttara,Uttara,Dhaka,60000.0
3,2,5,1000,Apartment,"Block F, Bashundhara R-A, Dhaka",Block F,Bashundhara R-A,Bashundhara R-A,Dhaka,22000.0
3,4,7,1800,Apartment,"Block F, Bashundhara R-A, Dhaka",Block F,Bashundhara R-A,Bashundhara R-A,Dhaka,35000.0
3,3,6,2000,Apartment,"Gulshan 2, Gulshan, Dhaka",No Sector/Block,Gulshan 2,Gulshan,Dhaka,120000.0
2,2,4,700,Apartment,"Block F, Bashundhara R-A, Dhaka",Block F,Bashundhara R-A,Bashundhara R-A,Dhaka,17000.0
3,4,7,2500,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,70000.0
3,3,6,2153,Apartment,"Sector 4, Uttara, Dhaka",Sector 4,Uttara,Uttara,Dhaka,50000.0
4,3,7,1910,Apartment,"Block D, Bashundhara R-A, Dhaka",Block D,Bashundhara R-A,Bashundhara R-A,Dhaka,50000.0
4,5,9,2960,Apartment,"Banani, Dhaka",No Sector/Block,Banani,Banani,Dhaka,110000.00000000001
2,2,4,900,Apartment,"Janata Housing Society, Adabor, Dhaka",No Sector/Block,Janata Housing Society,Adabor,Dhaka,17000.0
3,2,5,750,Apartment,"Bangshal, Dhaka",No Sector/Block,Bangshal,Bangshal,Dhaka,20000.0
3,4,7,1450,Apartment,"Banani, Dhaka",No Sector/Block,Banani,Banani,Dhaka,72000.0
2,2,4,800,Apartment,"Madhya Ajampur, Dakshin Khan, Dhaka",No Sector/Block,Madhya Ajampur,Dakshin Khan,Dhaka,13000.0
3,3,6,1250,Apartment,"Block J, Banasree, Dhaka",Block J,Banasree,Banasree,Dhaka,20000.0
2,1,3,600,Apartment,"Lalbagh Road, Lalbagh, Dhaka",No Sector/Block,Lalbagh Road,Lalbagh,Dhaka,12000.0
2,1,3,600,Apartment,"Lalbagh Road, Lalbagh, Dhaka",No Sector/Block,Lalbagh Road,Lalbagh,Dhaka,12000.0
3,2,5,950,Apartment,"Block B, Section 11, Mirpur, Dhaka",Block B,Section 11,Mirpur,Dhaka,13000.0
3,2,5,950,Apartment,"Block B, Section 11, Mirpur, Dhaka",Block B,Section 11,Mirpur,Dhaka,13000.0
3,2,5,950,Apartment,"Block B, Section 11, Mirpur, Dhaka",Block B,Section 11,Mirpur,Dhaka,13000.0
3,3,6,2300,Apartment,"Banani, Dhaka",No Sector/Block,Banani,Banani,Dhaka,160000.0
3,2,5,1000,Apartment,"Block F, Bashundhara R-A, Dhaka",Block F,Bashundhara R-A,Bashundhara R-A,Dhaka,22000.0
3,2,5,900,Apartment,"Ibrahimpur, Dhaka",No Sector/Block,Ibrahimpur,Ibrahimpur,Dhaka,16000.0
2,2,4,650,Apartment,"East Merul Badda, Merul Badda, Badda, Dhaka",No Sector/Block,Merul Badda,Badda,Dhaka,16000.0
2,2,4,720,Apartment,"Katashur, Mohammadpur, Dhaka",No Sector/Block,Katashur,Mohammadpur,Dhaka,17000.0
5,5,10,4400,Duplex,"Gulshan 2, Gulshan, Dhaka",No Sector/Block,Gulshan 2,Gulshan,Dhaka,280000.0
3,3,6,2400,Apartment,"Gulshan 1, Gulshan, Dhaka",No Sector/Block,Gulshan 1,Gulshan,Dhaka,100000.0
4,4,8,3500,Apartment,"Gulshan 1, Gulshan, Dhaka",No Sector/Block,Gulshan 1,Gulshan,Dhaka,140000.0
3,2,5,1100,Apartment,"Sholokbahar, Chattogram",No Sector/Block,Sholokbahar,Sholokbahar,Chattogram,15000.0
3,3,6,1400,Apartment,"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",No Sector/Block,South Khulshi,Khulshi,Chattogram,28000.0
3,3,6,1500,Apartment,"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",No Sector/Block,South Khulshi,Khulshi,Chattogram,26000.0
3,4,7,1600,Apartment,"Block J, Section 3, Mirpur, Dhaka",Block J,Section 3,Mirpur,Dhaka,22000.0
4,4,8,1800,Apartment,"Block J, Section 3, Mirpur, Dhaka",Block J,Section 3,Mirpur,Dhaka,25000.0
4,4,8,2000,Apartment,"Block G, Banasree, Dhaka",Block G,Banasree,Banasree,Dhaka,35000.0
4,4,8,2000,Apartment,"Block G, Banasree, Dhaka",Block G,Banasree,Banasree,Dhaka,35000.0
3,3,6,1280,Apartment,"Block D, Section 11, Mirpur, Dhaka",Block D,Section 11,Mirpur,Dhaka,22000.0
3,3,6,1500,Apartment,"Block A, Bashundhara R-A, Dhaka",Block A,Bashundhara R-A,Bashundhara R-A,Dhaka,35000.0
6,6,12,3400,Duplex,"Block G, Bashundhara R-A, Dhaka",Block G,Bashundhara R-A,Bashundhara R-A,Dhaka,100000.0
3,3,6,1400,Apartment,"Sector 3, Uttara, Dhaka",Sector 3,Uttara,Uttara,Dhaka,35000.0
3,3,6,1300,Apartment,"Mirpur DOHS, Mirpur, Dhaka",No Sector/Block,Mirpur DOHS,Mirpur,Dhaka,30000.0
3,3,6,2350,Apartment,"Gulshan 2, Gulshan, Dhaka",No Sector/Block,Gulshan 2,Gulshan,Dhaka,75000.0
3,4,7,3000,Apartment,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",No Sector/Block,North Khulshi,Khulshi,Chattogram,60000.0
2,2,4,1050,Apartment,"Mousumi Residential Area, 12 No. Sarai Para Ward, Double Mooring, Chattogram",No Sector/Block,12 No. Sarai Para Ward,Double Mooring,Chattogram,9000.0
3,3,6,2000,Apartment,"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",No Sector/Block,South Khulshi,Khulshi,Chattogram,30000.0
2,2,4,800,Apartment,"South Monipur, Mirpur, Dhaka",No Sector/Block,South Monipur,Mirpur,Dhaka,14000.0
3,3,6,2200,Apartment,"Gulshan 2, Gulshan, Dhaka",No Sector/Block,Gulshan 2,Gulshan,Dhaka,80000.0
2,2,4,800,Apartment,"South Monipur, Mirpur, Dhaka",No Sector/Block,South Monipur,Mirpur,Dhaka,14000.0
3,3,6,1250,Apartment,"West Kazipara, Mirpur, Dhaka",No Sector/Block,West Kazipara,Mirpur,Dhaka,18000.0
3,3,6,1100,Apartment,"East Kazipara, Mirpur, Dhaka",No Sector/Block,East Kazipara,Mirpur,Dhaka,20000.0
3,3,6,1100,Apartment,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka",No Sector/Block,Mirpur DOHS,Mirpur,Dhaka,25000.0
3,3,6,1880,Apartment,"Block B, Section 12, Mirpur, Dhaka",Block B,Section 12,Mirpur,Dhaka,35000.0
3,3,6,2100,Apartment,"Khulshi, Chattogram",No Sector/Block,Khulshi,Khulshi,Chattogram,30000.0
3,4,7,2400,Apartment,"Gulshan 2, Gulshan, Dhaka",No Sector/Block,Gulshan 2,Gulshan,Dhaka,125000.0
3,3,6,1300,Apartment,"Sector 10, Uttara, Dhaka",Sector 10,Uttara,Uttara,Dhaka,25000.0
3,4,7,3800,Apartment,"Gulshan 2, Gulshan, Dhaka",No Sector/Block,Gulshan 2,Gulshan,Dhaka,300000.0
3,3,6,1200,Apartment,"Block C, Mansurabad Housing Society, Adabor, Dhaka",Block C,Mansurabad Housing Society,Adabor,Dhaka,20000.0
3,4,7,1935,Apartment,"Sector 4, Uttara, Dhaka",Sector 4,Uttara,Uttara,Dhaka,40000.0
3,3,6,2200,Apartment,"Banani, Dhaka",No Sector/Block,Banani,Banani,Dhaka,70000.0
3,3,6,3187,Apartment,"Gulshan 2, Gulshan, Dhaka",No Sector/Block,Gulshan 2,Gulshan,Dhaka,80000.0
3,2,5,1050,Apartment,"West Kazipara, Mirpur, Dhaka",No Sector/Block,West Kazipara,Mirpur,Dhaka,16000.0
4,4,8,1800,Apartment,"Block B, Bashundhara R-A, Dhaka",Block B,Bashundhara R-A,Bashundhara R-A,Dhaka,80000.0
2,2,4,950,Apartment,"Sector 9, Uttara, Dhaka",Sector 9,Uttara,Uttara,Dhaka,25000.0
2,2,4,800,Apartment,"Block A, Sat Masjid Housing, Mohammadpur, Dhaka",Block A,Sat Masjid Housing,Mohammadpur,Dhaka,13500.0
3,3,6,1250,Apartment,"Sector 10, Uttara, Dhaka",Sector 10,Uttara,Uttara,Dhaka,30000.0
3,4,7,1520,Apartment,"Kalabagan, Dhaka",No Sector/Block,Kalabagan,Kalabagan,Dhaka,37000.0
4,4,8,3200,Apartment,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",No Sector/Block,North Khulshi,Khulshi,Chattogram,60000.0
5,4,9,4000,Apartment,"Block I, Bashundhara R-A, Dhaka",Block I,Bashundhara R-A,Bashundhara R-A,Dhaka,140000.0
2,1,3,600,Apartment,"Abdur Rafique Housing Society, Shekhertek, Mohammadpur, Dhaka",No Sector/Block,Shekhertek,Mohammadpur,Dhaka,12000.0
3,4,7,1806,Apartment,"Block C, Bashundhara R-A, Dhaka",Block C,Bashundhara R-A,Bashundhara R-A,Dhaka,36000.0
3,3,6,1400,Apartment,"Dhanmondi, Dhaka",No Sector/Block,Dhanmondi,Dhanmondi,Dhaka,30000.0
2,2,4,750,Apartment,"Mohammadpur, Dhaka",No Sector/Block,Mohammadpur,Mohammadpur,Dhaka,15000.0
3,3,6,1500,Apartment,"Ibrahimpur, Dhaka",No Sector/Block,Ibrahimpur,Ibrahimpur,Dhaka,22000.0
2,2,4,800,Apartment,"South Monipur, Mirpur, Dhaka",No Sector/Block,South Monipur,Mirpur,Dhaka,14000.0
2,2,4,920,Apartment,"PC Culture Housing, Mohammadpur, Dhaka",No Sector/Block,PC Culture Housing,Mohammadpur,Dhaka,16500.0
3,4,7,2500,Apartment,"Mohakhali DOHS, Dhaka",No Sector/Block,Mohakhali DOHS,Mohakhali DOHS,Dhaka,110000.00000000001
3,4,7,1911,Apartment,"Block A, Bashundhara R-A, Dhaka",Block A,Bashundhara R-A,Bashundhara R-A,Dhaka,40000.0
3,2,5,1100,Apartment,"West Kazipara, Mirpur, Dhaka",No Sector/Block,West Kazipara,Mirpur,Dhaka,17000.0
3,3,6,1200,Apartment,"Sher-E-Bangla Road, Dhanmondi, Dhaka",No Sector/Block,Sher-E-Bangla Road,Dhanmondi,Dhaka,30000.0
2,2,4,700,Apartment,"Manikdi, Cantonment, Dhaka",No Sector/Block,Manikdi,Cantonment,Dhaka,9500.0
4,5,9,3600,Apartment,"Sector 7, Uttara, Dhaka",Sector 7,Uttara,Uttara,Dhaka,100000.0
3,3,6,1250,Apartment,"South Manikdi, Manikdi, Cantonment, Dhaka",No Sector/Block,Manikdi,Cantonment,Dhaka,18000.0
2,2,4,950,Apartment,"Badda, Dhaka",No Sector/Block,Badda,Badda,Dhaka,22000.0
2,2,4,900,Apartment,"Manikdi, Cantonment, Dhaka",No Sector/Block,Manikdi,Cantonment,Dhaka,16000.0
3,2,5,1100,Apartment,"Nurer Chala, Badda, Dhaka",No Sector/Block,Nurer Chala,Badda,Dhaka,20000.0
3,3,6,1800,Apartment,"Mehidibag, 15 No. Bagmoniram Ward, Chattogram",No Sector/Block,Mehidibag,15 No. Bagmoniram Ward,Chattogram,35000.0
4,4,8,3000,Apartment,"Sector 3, Uttara, Dhaka",Sector 3,Uttara,Uttara,Dhaka,70000.0
3,3,6,1300,Apartment,"Sector 2, Block E, Aftab Nagar, Dhaka",Sector 2,Block E,Aftab Nagar,Dhaka,21000.0
3,3,6,2200,Apartment,"Bangshal, Dhaka",No Sector/Block,Bangshal,Bangshal,Dhaka,50000.0
3,3,6,1532,Apartment,"Maghbazar, Dhaka",No Sector/Block,Maghbazar,Maghbazar,Dhaka,33000.0
4,4,8,2250,Apartment,"Dhanmondi, Dhaka",No Sector/Block,Dhanmondi,Dhanmondi,Dhaka,70000.0
2,2,4,800,Apartment,"Matikata, Cantonment, Dhaka",No Sector/Block,Matikata,Cantonment,Dhaka,14000.0
3,3,6,1350,Apartment,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",No Sector/Block,Ahmed Nagar,Mirpur,Dhaka,22000.0
2,2,4,800,Apartment,"Block B, Sugandha Residential Area, Panchlaish, Chattogram",Block B,Sugandha Residential Area,Panchlaish,Chattogram,13000.0
3,3,6,1395,Apartment,"Mehidibag, 15 No. Bagmoniram Ward, Chattogram",No Sector/Block,Mehidibag,15 No. Bagmoniram Ward,Chattogram,25000.0
3,3,6,2450,Apartment,"Sector 6, Uttara, Dhaka",Sector 6,Uttara,Uttara,Dhaka,60000.0
3,3,6,2400,Apartment,"Block A, Bashundhara R-A, Dhaka",Block A,Bashundhara R-A,Bashundhara R-A,Dhaka,55000.0
3,3,6,1200,Apartment,"East Kazipara, Mirpur, Dhaka",No Sector/Block,East Kazipara,Mirpur,Dhaka,16000.0
3,2,5,1330,Apartment,"Mirpur, Dhaka",No Sector/Block,Mirpur,Mirpur,Dhaka,19000.0
3,2,5,1000,Apartment,"Gandaria, Sutrapur, Dhaka",No Sector/Block,Gandaria,Sutrapur,Dhaka,15000.0
3,4,7,1450,Apartment,"Cantonment, Dhaka",No Sector/Block,Cantonment,Cantonment,Dhaka,30000.0
2,3,5,2145,Apartment,"Sector 7, Uttara, Dhaka",Sector 7,Uttara,Uttara,Dhaka,80000.0
3,3,6,1150,Apartment,"Middle Paikpara, Mirpur, Dhaka",No Sector/Block,Middle Paikpara,Mirpur,Dhaka,15000.0
4,5,9,8000,Duplex,"Gulshan 1, Gulshan, Dhaka",No Sector/Block,Gulshan 1,Gulshan,Dhaka,350000.0
3,3,6,2000,Apartment,"Gulshan 2, Gulshan, Dhaka",No Sector/Block,Gulshan 2,Gulshan,Dhaka,100000.0
3,4,7,4500,Apartment,"Block K, Baridhara, Dhaka",Block K,Baridhara,Baridhara,Dhaka,450000.0
3,3,6,1750,Apartment,"Block C, Aftab Nagar, Dhaka",Block C,Aftab Nagar,Aftab Nagar,Dhaka,30000.0
3,3,6,1700,Apartment,"Dhanmondi, Dhaka",No Sector/Block,Dhanmondi,Dhanmondi,Dhaka,40000.0
4,3,7,2000,Apartment,"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",No Sector/Block,South Khulshi,Khulshi,Chattogram,45000.0
3,3,6,1560,Apartment,"Eskaton, Dhaka",No Sector/Block,Eskaton,Eskaton,Dhaka,30000.0
3,4,7,1599,Apartment,"Sector 7, Uttara, Dhaka",Sector 7,Uttara,Uttara,Dhaka,60000.0
4,4,8,1793,Apartment,"Sector 7, Uttara, Dhaka",Sector 7,Uttara,Uttara,Dhaka,90000.0
4,4,8,3300,Apartment,"Block K, Baridhara, Dhaka",Block K,Baridhara,Baridhara,Dhaka,100000.0
3,4,7,1950,Apartment,"Sector 3, Uttara, Dhaka",Sector 3,Uttara,Uttara,Dhaka,45000.0
3,3,6,1100,Apartment,"Section 1, Mirpur, Dhaka",No Sector/Block,Section 1,Mirpur,Dhaka,20000.0
3,3,6,1500,Apartment,"Rajabazar, Tejgaon, Dhaka",No Sector/Block,Rajabazar,Tejgaon,Dhaka,35000.0
4,4,8,3200,Apartment,"Gulshan 1, Gulshan, Dhaka",No Sector/Block,Gulshan 1,Gulshan,Dhaka,140000.0
4,5,9,2550,Apartment,"South Khulshi, Khulshi, Chattogram",No Sector/Block,South Khulshi,Khulshi,Chattogram,60000.0
3,2,5,1200,Apartment,"Polytechnic, Bayazid, Chattogram",No Sector/Block,Polytechnic,Bayazid,Chattogram,13000.0
3,3,6,2400,Apartment,"Block A, Bashundhara R-A, Dhaka",Block A,Bashundhara R-A,Bashundhara R-A,Dhaka,55000.0
3,2,5,1500,Apartment,"14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar, Chattogram",No Sector/Block,14 No. Lalkhan Bazaar Ward,Lal Khan Bazaar,Chattogram,19000.0
3,4,7,1665,Apartment,"Sector 12, Uttara, Dhaka",Sector 12,Uttara,Uttara,Dhaka,63000.0
21,10,31,16100,Building,"Road No 2, Sector 6, Uttara, Dhaka",Sector 6,Uttara,Uttara,Dhaka,1000000.0
3,3,6,1400,Apartment,"Sector 11, Uttara, Dhaka",Sector 11,Uttara,Uttara,Dhaka,35000.0
4,4,8,1800,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,35000.0
3,2,5,1100,Apartment,"West Kazipara, Mirpur, Dhaka",No Sector/Block,West Kazipara,Mirpur,Dhaka,17000.0
4,4,8,1800,Apartment,"Kalabagan, Dhaka",No Sector/Block,Kalabagan,Kalabagan,Dhaka,40000.0
3,3,6,1600,Apartment,"Nasirabad Housing Society, Muradpur, Chattogram",No Sector/Block,Nasirabad Housing Society,Muradpur,Chattogram,80000.0
3,3,6,1150,Apartment,"Block C, Section 2, Mirpur, Dhaka",Block C,Section 2,Mirpur,Dhaka,19000.0
3,2,5,1000,Apartment,"Block F, Bashundhara R-A, Dhaka",Block F,Bashundhara R-A,Bashundhara R-A,Dhaka,22000.0
3,3,6,1250,Apartment,"Block H, Banasree, Dhaka",Block H,Banasree,Banasree,Dhaka,20000.0
3,3,6,1600,Apartment,"Sector 9, Uttara, Dhaka",Sector 9,Uttara,Uttara,Dhaka,30000.0
3,2,5,1000,Apartment,"Block F, Bashundhara R-A, Dhaka",Block F,Bashundhara R-A,Bashundhara R-A,Dhaka,22000.0
2,2,4,1000,Apartment,"Dhanmondi, Dhaka",No Sector/Block,Dhanmondi,Dhanmondi,Dhaka,35000.0
3,4,7,4500,Apartment,"Block K, Baridhara, Dhaka",Block K,Baridhara,Baridhara,Dhaka,450000.0
3,3,6,1400,Apartment,"Sector 3, Uttara, Dhaka",Sector 3,Uttara,Uttara,Dhaka,35000.0
3,3,6,1250,Apartment,"Mohammadi Housing LTD., Mohammadpur, Dhaka",No Sector/Block,Mohammadi Housing LTD.,Mohammadpur,Dhaka,22000.0
2,2,4,650,Apartment,"Talertek, Khilkhet, Dhaka",No Sector/Block,Talertek,Khilkhet,Dhaka,11000.0
2,2,4,800,Apartment,"PC Culture Housing, Mohammadpur, Dhaka",No Sector/Block,PC Culture Housing,Mohammadpur,Dhaka,15000.0
3,3,6,1300,Apartment,"Sector 9, Uttara, Dhaka",Sector 9,Uttara,Uttara,Dhaka,45000.0
3,4,7,1960,Apartment,"New Eskaton, Eskaton, Dhaka",No Sector/Block,New Eskaton,Eskaton,Dhaka,36000.0
3,3,6,1550,Apartment,"Banani, Dhaka",No Sector/Block,Banani,Banani,Dhaka,50000.0
3,3,6,1495,Apartment,"PC Culture Housing, Mohammadpur, Dhaka",No Sector/Block,PC Culture Housing,Mohammadpur,Dhaka,23000.0
3,3,6,1150,Apartment,"Kafrul, Dhaka",No Sector/Block,Kafrul,Kafrul,Dhaka,20000.0
4,5,9,2250,Apartment,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",No Sector/Block,Mirpur DOHS,Mirpur,Dhaka,45000.0
3,2,5,1050,Apartment,"Gandaria, Sutrapur, Dhaka",No Sector/Block,Gandaria,Sutrapur,Dhaka,15000.0
3,3,6,1300,Apartment,"Block A, Section 13, Mirpur, Dhaka",Block A,Section 13,Mirpur,Dhaka,25000.0
2,2,4,950,Apartment,"PC Culture Housing, Mohammadpur, Dhaka",No Sector/Block,PC Culture Housing,Mohammadpur,Dhaka,14000.0
3,4,7,2200,Apartment,"Banani, Dhaka",No Sector/Block,Banani,Banani,Dhaka,120000.0
1,1,2,500,Apartment,"PC Culture Housing, Mohammadpur, Dhaka",No Sector/Block,PC Culture Housing,Mohammadpur,Dhaka,12000.0
2,2,4,800,Apartment,"Lalbagh, Dhaka",No Sector/Block,Lalbagh,Lalbagh,Dhaka,16000.0
3,3,6,1100,Apartment,"Block E, Section 1, Mirpur, Dhaka",Block E,Section 1,Mirpur,Dhaka,16000.0
3,3,6,1250,Apartment,"Tejkunipara, Tejgaon, Dhaka",No Sector/Block,Tejkunipara,Tejgaon,Dhaka,30000.0
2,2,4,750,Apartment,"Abdur Rafique Housing Society, Shekhertek, Mohammadpur, Dhaka",No Sector/Block,Shekhertek,Mohammadpur,Dhaka,16000.0
3,3,6,2210,Apartment,"Block A, Bashundhara R-A, Dhaka",Block A,Bashundhara R-A,Bashundhara R-A,Dhaka,80000.0
2,2,4,700,Apartment,"Mohammadpur, Dhaka",No Sector/Block,Mohammadpur,Mohammadpur,Dhaka,20000.0
2,2,4,800,Apartment,"Gandaria, Sutrapur, Dhaka",No Sector/Block,Gandaria,Sutrapur,Dhaka,12000.0
4,3,7,2700,Apartment,"Gulshan 2, Gulshan, Dhaka",No Sector/Block,Gulshan 2,Gulshan,Dhaka,90000.0
3,3,6,2800,Apartment,"Gulshan 1, Gulshan, Dhaka",No Sector/Block,Gulshan 1,Gulshan,Dhaka,80000.0
3,3,6,1550,Apartment,"Ibrahimpur, Dhaka",No Sector/Block,Ibrahimpur,Ibrahimpur,Dhaka,22000.0
4,4,8,2780,Apartment,"Gulshan 2, Gulshan, Dhaka",No Sector/Block,Gulshan 2,Gulshan,Dhaka,160000.0
2,2,4,800,Apartment,"Zafrabad, Hazaribag, Dhaka",No Sector/Block,Zafrabad,Hazaribag,Dhaka,12000.0
3,3,6,1300,Apartment,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",No Sector/Block,West Dhanmondi and Shangkar,Dhanmondi,Dhaka,22000.0
3,2,5,1050,Apartment,"Gandaria, Sutrapur, Dhaka",No Sector/Block,Gandaria,Sutrapur,Dhaka,15000.0
